A22_35_No focal subject.cd.res,1,1,1,1,19,3,1,1,2,1,18,2,1,3,28,1,1,1,8,1,27,8,1,3,900003,900003,900003,900003,708287,104222,900003,900003,812078,900003,191716,284964,900003,103975,536562,900003,900003,900003,716717,107721,363441,183286,900003,103975,900003,900003,900003,900003,37278.26,34740.67,900003,900003,406039,900003,10650.89,142482,900003,34658.33,19162.93,900003,900003,900003,89589.62,107721,13460.78,22910.75,900003,34658.33,0,0,0,0,37540.88,60172.6,0,0,295570.63,0,18117.17,108374.01,0,60029.99,33433.24,0,0,0,164988.07,0,9321.69,33789.8,0,60029.99,1,1,1,1,0.787,0.1158,1,1,0.9023,1,0.213,0.3166,1,0.1155,0.5962,1,1,1,0.7963,0.1197,0.4038,0.2037,1,0.1155,0,0,0,0,18,3,0,0,2,0,19,1,0,3,27,0,0,0,8,1,28,8,0,3,0,0,0,0,191716,795781,0,0,87925,0,708287,615039,0,796028,363441,0,0,0,183286,792282,536562,716717,0,796028,0,0,0,0,10650.89,265260.33,0,0,43962.5,0,37278.26,615039,0,265342.67,13460.78,0,0,0,22910.75,792282,19162.93,89589.62,0,265342.67,0,0,0,0,18117.17,311555.4,0,0,30953.6,0,37540.88,0,0,390291.17,9321.69,0,0,0,33789.8,0,33433.24,164988.07,0,390291.17,0,0,0,0,0.213,0.8842,0,0,0.0977,0,0.787,0.6834,0,0.8845,0.4038,0,0,0,0.2037,0.8803,0.5962,0.7963,0,0.8845
A22_36_No focal subject.cd.res,1,1,1,1,29,19,1,1,14,1,29,13,1,22,40,3,1,1,21,3,39,20,1,22,142019,900003,900003,900003,689098,49921,900003,900003,521788,900003,210905,378215,900003,34909,535251,297678,900003,900003,453984,42915,364752,471397,900003,34448,142019,900003,900003,900003,23762,2627.42,900003,900003,37270.57,900003,7272.59,29093.46,900003,1586.77,13381.28,99226,900003,900003,21618.29,14305,9352.62,23569.85,900003,1565.82,0,0,0,0,20059.53,11452.66,0,0,79672.93,0,5607.26,18507.58,0,7442.62,15506.05,171864.47,0,0,34045.39,24776.99,7650.03,18527.17,0,7344.34,0.1578,1,1,1,0.7657,0.0555,1,1,0.5798,1,0.2343,0.4202,1,0.0388,0.5947,0.3308,1,1,0.5044,0.0477,0.4053,0.5238,1,0.0383,1,0,0,0,29,19,0,0,14,0,29,13,0,22,40,3,0,0,20,3,39,20,0,22,757984,0,0,0,210905,850082,0,0,378215,0,689098,521788,0,865094,364752,602325,0,0,446019,857088,535251,428606,0,865555,757984,0,0,0,7272.59,44741.16,0,0,27015.36,0,23762,40137.54,0,39322.45,9118.8,200775,0,0,22300.95,285696,13724.38,21430.3,0,39343.41,0,0,0,0,5607.26,62754.23,0,0,18092.24,0,20059.53,82171.13,0,68538.82,7694.74,266123,0,0,18488.95,258582.62,15554.17,34918.65,0,68530.06,0.8422,0,0,0,0.2343,0.9445,0,0,0.4202,0,0.7657,0.5798,0,0.9612,0.4053,0.6692,0,0,0.4956,0.9523,0.5947,0.4762,0,0.9617
A31_42_No focal subject.cd.res,1,1,1,1,21,7,1,1,4,1,21,3,1,4,36,1,1,1,7,1,36,6,1,4,900003,900003,900003,410533,760928,143514,900003,900003,803912,900003,139075,165301,900003,411033,662702,900003,900003,900003,677148,896266,237301,594651,900003,411033,900003,900003,900003,410533,36234.67,20502,900003,900003,200978,900003,6622.62,55100.33,900003,102758.25,18408.39,900003,900003,900003,96735.43,896266,6591.69,99108.5,900003,102758.25,0,0,0,0,35286.3,54243.19,0,0,185236.15,0,4529.74,73647.72,0,205516.5,20018.55,0,0,0,140939.36,0,4125.74,159566.94,0,205516.5,1,1,1,0.4561,0.8455,0.1595,1,1,0.8932,1,0.1545,0.1837,1,0.4567,0.7363,1,1,1,0.7524,0.9958,0.2637,0.6607,1,0.4567,0,0,0,1,21,7,0,0,3,0,21,3,0,4,37,0,0,0,6,1,35,6,0,4,0,0,0,489470,139075,756489,0,0,96091,0,760928,734702,0,488970,237301,0,0,0,222855,3737,662702,305352,0,488970,0,0,0,489470,6622.62,108069.86,0,0,32030.33,0,36234.67,244900.67,0,122242.5,6413.54,0,0,0,37142.5,3737,18934.34,50892,0,122242.5,0,0,0,0,4529.74,138125.9,0,0,34571.79,0,35286.3,199733.43,0,145861.64,4124.43,0,0,0,29715.22,0,20056.85,78632.55,0,145860.15,0,0,0,0.5439,0.1545,0.8405,0,0,0.1068,0,0.8455,0.8163,0,0.5433,0.2637,0,0,0,0.2476,0.0042,0.7363,0.3393,0,0.5433
A32_47_No focal subject.cd.res,1,1,4,1,25,25,1,1,14,1,24,15,1,20,40,7,1,1,5,11,40,4,1,20,900003,900003,131754,900003,761418,8874,900003,900003,213000,900003,138585,687003,900003,8874,257840,134256,900003,900003,876726,66195,642163,81965,900003,8874,900003,900003,32938.5,900003,30456.72,354.96,900003,900003,15214.29,900003,5774.38,45800.2,900003,443.7,6446,19179.43,900003,900003,175345.2,6017.73,16054.08,20491.25,900003,443.7,0,0,65877,0,52765.15,1774.8,0,0,16114.52,0,3553.87,64780.11,0,1984.29,4883.54,50744,0,0,195038.99,19958.54,11329.64,26386.33,0,1984.29,1,1,0.1464,1,0.846,0.0099,1,1,0.2367,1,0.154,0.7633,1,0.0099,0.2865,0.1492,1,1,0.9741,0.0735,0.7135,0.0911,1,0.0099,0,0,4,0,24,25,0,0,15,0,25,14,0,20,40,7,0,0,4,11,40,4,0,20,0,0,768249,0,138585,891129,0,0,687003,0,761418,213000,0,891129,642163,765747,0,0,23277,833808,257840,818038,0,891129,0,0,192062.25,0,5774.38,35645.16,0,0,45800.2,0,30456.72,15214.29,0,44556.45,16054.08,109392.43,0,0,5819.25,75800.73,6446,204509.5,0,44556.45,0,0,36490.35,0,3553.87,37874.98,0,0,64780.11,0,52765.15,16114.52,0,45598.83,11329.64,122590.39,0,0,4822.17,58561.29,4883.54,212249.62,0,45598.83,0,0,0.8536,0,0.154,0.9901,0,0,0.7633,0,0.846,0.2367,0,0.9901,0.7135,0.8508,0,0,0.0259,0.9265,0.2865,0.9089,0,0.9901
B11_3_No focal subject.cd.res,1,1,2,1,24,2,1,1,2,2,23,2,1,5,14,2,1,1,5,1,14,5,1,5,900003,586293,516872,568516,772330,80483,900003,900003,885981,73209,173594,126006,900003,70438,810562,516717,900003,900003,515762,900003,89441,427790,900003,70438,900003,586293,258436,568516,32180.42,40241.5,900003,900003,442990.5,36604.5,7547.57,63003,900003,14087.6,57897.29,258358.5,900003,900003,103152.4,900003,6388.64,85558,900003,14087.6,0,0,365483.7,0,31588.06,56910.08,0,0,156648.9,51766.58,9778.9,69269.59,0,31500.83,43227.45,365374.09,0,0,85632.08,0,2935.17,70845.67,0,31500.83,1,0.6514,0.5743,0.6317,0.8581,0.0894,1,1,0.9844,0.0813,0.1929,0.14,1,0.0783,0.9006,0.5741,1,1,0.5731,1,0.0994,0.4753,1,0.0783,0,1,2,1,23,2,0,0,1,2,23,2,0,5,14,2,0,0,5,0,14,4,0,5,0,313710,383131,331487,127673,819520,0,0,14022,826794,726409,773997,0,829565,89441,383286,0,0,384241,0,810562,472213,0,829565,0,313710,191565.5,331487,5551,409760,0,0,14022,413397,31583,386998.5,0,165913,6388.64,191643,0,0,76848.2,0,57897.29,118053.25,0,165913,0,0,172738.41,0,4011.33,306064.1,0,0,0,135645.71,32159.06,77464.25,0,213634.39,2935.17,269614.16,0,0,56415.46,0,43227.45,91087.33,0,213634.39,0,0.3486,0.4257,0.3683,0.1419,0.9106,0,0,0.0156,0.9187,0.8071,0.86,0,0.9217,0.0994,0.4259,0,0,0.4269,0,0.9006,0.5247,0,0.9217
B11_4_No focal subject.cd.res,1,1,1,1,23,1,1,1,4,1,23,3,1,1,14,1,1,1,2,1,14,2,1,1,900003,900003,900003,900003,693681,900003,900003,900003,725591,900003,206322,204070,900003,217590,818742,900003,900003,900003,883797,900003,81261,238798,900003,217094,900003,900003,900003,900003,30160.04,900003,900003,900003,181397.75,900003,8970.52,68023.33,900003,217590,58481.57,900003,900003,900003,441898.5,900003,5804.36,119399,900003,217094,0,0,0,0,37856.41,0,0,0,191715.39,0,7358.51,87437.23,0,0,81752.64,0,0,0,310146.23,0,3639.9,146645.46,0,0,1,1,1,1,0.7708,1,1,1,0.8062,1,0.2292,0.2267,1,0.2418,0.9097,1,1,1,0.982,1,0.0903,0.2653,1,0.2412,0,0,0,0,23,0,0,0,3,0,23,3,0,1,14,0,0,0,2,0,14,1,0,1,0,0,0,0,206322,0,0,0,174412,0,693681,695933,0,682413,81261,0,0,0,16206,0,818742,661205,0,682909,0,0,0,0,8970.52,0,0,0,58137.33,0,30160.04,231977.67,0,682413,5804.36,0,0,0,8103,0,58481.57,661205,0,682909,0,0,0,0,7358.51,0,0,0,94603.78,0,37856.41,199454.8,0,0,3639.9,0,0,0,10750.85,0,81752.64,0,0,0,0,0,0,0,0.2292,0,0,0,0.1938,0,0.7708,0.7733,0,0.7582,0.0903,0,0,0,0.018,0,0.9097,0.7347,0,0.7588
B12_7_No focal subject.cd.res,1,1,1,1,26,3,1,1,3,2,25,2,1,5,29,1,1,1,11,1,28,11,1,5,900003,900003,900003,874505,764558,50669,900003,900003,871974,63934,136105,39664,900003,49670,627473,900003,900003,900003,477296,874505,272530,422707,900003,49670,900003,900003,900003,874505,29406.08,16889.67,900003,900003,290658,31967,5444.2,19832,900003,9934,21637,900003,900003,900003,43390.55,874505,9733.21,38427.91,900003,9934,0,0,0,0,58832.04,29253.76,0,0,476256.85,45208.16,4452,16010.31,0,22213.1,26101.38,0,0,0,54034.42,0,8203.7,35294.71,0,22213.1,1,1,1,0.9717,0.8495,0.0563,1,1,0.9689,0.071,0.1512,0.0441,1,0.0552,0.6972,1,1,1,0.5303,0.9717,0.3028,0.4697,1,0.0552,0,0,0,1,25,3,0,0,2,2,25,2,0,5,28,0,0,0,11,1,29,11,0,5,0,0,0,25498,135445,849334,0,0,28029,836069,763898,860339,0,850333,272530,0,0,0,422707,25498,627473,477296,0,850333,0,0,0,25498,5417.8,283111.33,0,0,14014.5,418034.5,30555.92,430169.5,0,170066.6,9733.21,0,0,0,38427.91,25498,21637,43390.55,0,170066.6,0,0,0,0,4415.51,483212.63,0,0,7783.12,464875.33,59708.15,580396.78,0,243071.03,8203.7,0,0,0,35294.71,0,26101.38,54034.42,0,243307.56,0,0,0,0.0283,0.1505,0.9437,0,0,0.0311,0.929,0.8488,0.9559,0,0.9448,0.3028,0,0,0,0.4697,0.0283,0.6972,0.5303,0,0.9448
B21_14_No focal subject.cd.res,1,1,1,2,25,6,1,1,5,1,25,4,1,4,31,1,1,1,15,3,31,15,1,4,900003,900003,900003,57439,776773,77190,900003,900003,884643,900003,123230,106230,900003,71967,576536,900003,900003,900003,573661,78459,323467,338478,900003,71967,900003,900003,900003,28719.5,31070.92,12865,900003,900003,176928.6,900003,4929.2,26557.5,900003,17991.75,18597.94,900003,900003,900003,38244.07,26153,10434.42,22565.2,900003,17991.75,0,0,0,40615.51,28526.63,31512.69,0,0,199442.58,0,3252.41,48494.4,0,35983.5,24435.06,0,0,0,60126.89,45298.32,9706.38,26364.89,0,35983.5,1,1,1,0.0638,0.8631,0.0858,1,1,0.9829,1,0.1369,0.118,1,0.08,0.6406,1,1,1,0.6374,0.0872,0.3594,0.3761,1,0.08,0,0,0,2,25,6,0,0,4,0,25,4,0,4,31,0,0,0,15,3,31,14,0,4,0,0,0,842564,123230,822813,0,0,15360,0,776773,793773,0,828036,323467,0,0,0,326342,821544,576536,561525,0,828036,0,0,0,421282,4929.2,137135.5,0,0,3840,0,31070.92,198443.25,0,207009,10434.42,0,0,0,21756.13,273848,18597.94,40108.93,0,207009,0,0,0,500937.07,3252.41,186230.57,0,0,3753.79,0,28526.63,223496.28,0,220496.61,9706.38,0,0,0,26662.08,447456.95,24435.06,61944.82,0,220496.61,0,0,0,0.9362,0.1369,0.9142,0,0,0.0171,0,0.8631,0.882,0,0.92,0.3594,0,0,0,0.3626,0.9128,0.6406,0.6239,0,0.92
B22_19_No focal subject.cd.res,1,1,1,1,11,6,1,1,6,1,12,4,1,10,18,2,1,1,5,2,18,4,1,10,900003,900003,900003,900003,744208,302920,900003,900003,497573,450665,155795,509667,900003,302153,731898,379493,900003,900003,672616,494611,168105,617154,900003,302153,900003,900003,900003,900003,67655.27,50486.67,900003,900003,82928.83,450665,12982.92,127416.75,900003,30215.3,40661,189746.5,900003,900003,134523.2,247305.5,9339.17,154288.5,900003,30215.3,0,0,0,0,29768.55,123666.57,0,0,80999.91,0,13592.01,70035.47,0,95549.17,50576.84,268342.07,0,0,144169.01,349742.79,9162.69,222400.21,0,95549.17,1,1,1,1,0.8269,0.3366,1,1,0.5529,0.5007,0.1731,0.5663,1,0.3357,0.8132,0.4217,1,1,0.7473,0.5496,0.1868,0.6857,1,0.3357,0,0,0,0,10,6,0,0,5,1,13,4,0,10,18,2,0,0,4,2,18,4,0,10,0,0,0,0,155795,597083,0,0,402430,449338,744208,390336,0,597850,168105,520510,0,0,227387,405392,731898,282849,0,597850,0,0,0,0,15579.5,99513.83,0,0,80486,449338,57246.77,97584,0,59785,9339.17,260255,0,0,56846.75,202696,40661,70712.25,0,59785,0,0,0,0,13447.99,101686.65,0,0,29055.33,0,30634.06,90328.58,0,32608.04,9162.69,281732.55,0,0,40855.56,76088.93,50576.84,23819.27,0,32608.04,0,0,0,0,0.1731,0.6634,0,0,0.4471,0.4993,0.8269,0.4337,0,0.6643,0.1868,0.5783,0,0,0.2527,0.4504,0.8132,0.3143,0,0.6643
B22_20_No focal subject.cd.res,1,1,1,1,36,1,1,1,3,1,36,2,1,1,20,2,1,1,1,1,20,1,1,1,900003,900003,900003,900003,621181,243121,900003,900003,894198,900003,278822,94298,900003,900003,531860,243115,900003,900003,854747,900003,368143,900003,900003,900003,900003,900003,900003,900003,17255.03,243121,900003,900003,298066,900003,7745.06,47149,900003,900003,26593,121557.5,900003,900003,854747,900003,18407.15,900003,900003,900003,0,0,0,0,21840.26,0,0,0,242315.44,0,6101.35,61019.07,0,0,43016.81,171908.27,0,0,0,0,34045.57,0,0,0,1,1,1,1,0.6902,0.2701,1,1,0.9936,1,0.3098,0.1048,1,1,0.591,0.2701,1,1,0.9497,1,0.409,1,1,1,0,0,0,0,36,1,0,0,2,0,36,2,0,0,20,2,0,0,1,0,20,0,0,0,0,0,0,0,278822,656882,0,0,5805,0,621181,805705,0,0,368143,656888,0,0,45256,0,531860,0,0,0,0,0,0,0,7745.06,656882,0,0,2902.5,0,17255.03,402852.5,0,0,18407.15,328444,0,0,45256,0,26593,0,0,0,0,0,0,0,6101.35,0,0,0,1554.93,0,21840.26,227051.28,0,0,34045.57,464481.47,0,0,0,0,43016.81,0,0,0,0,0,0,0,0.3098,0.7299,0,0,0.0064,0,0.6902,0.8952,0,0,0.409,0.7299,0,0,0.0503,0,0.591,0,0,0
C11_2_No focal subject.cd.res,1,1,1,1,11,3,1,1,5,1,11,4,1,10,30,3,1,1,1,1,29,1,1,10,900003,900003,900003,900003,792878,390527,900003,900003,491838,900003,108028,409068,900003,19393,521337,29900,900003,900003,900003,23642,378666,311744,900003,19393,900003,900003,900003,900003,72079.82,130175.67,900003,900003,98367.6,900003,9820.73,102267,900003,1939.3,17377.9,9966.67,900003,900003,900003,23642,13057.45,311744,900003,1939.3,0,0,0,0,73746.44,225470.87,0,0,181165.5,0,8837.67,72966.81,0,6132.61,18246.12,17262.77,0,0,0,0,9848.11,0,0,6132.61,1,1,1,1,0.881,0.4339,1,1,0.5465,1,0.12,0.4545,1,0.0215,0.5793,0.0332,1,1,1,0.0263,0.4207,0.3464,1,0.0215,0,0,0,0,10,3,0,0,4,0,11,4,0,10,29,3,0,0,0,1,30,1,0,10,0,0,0,0,107125,509476,0,0,408165,0,791975,490935,0,880610,378666,870103,0,0,0,876361,521337,588259,0,880610,0,0,0,0,10712.5,169825.33,0,0,102041.25,0,71997.73,122733.75,0,88061,13057.45,290034.33,0,0,0,876361,17377.9,588259,0,88061,0,0,0,0,8778.54,67314.76,0,0,72985,0,73714.95,199507.36,0,88408.9,9848.11,278058.82,0,0,0,0,18246.12,0,0,88408.9,0,0,0,0,0.119,0.5661,0,0,0.4535,0,0.88,0.5455,0,0.9785,0.4207,0.9668,0,0,0,0.9737,0.5793,0.6536,0,0.9785
C11_3_No focal subject.cd.res,1,1,1,1,10,6,1,1,3,1,10,2,1,7,10,1,1,1,4,1,9,4,1,7,784404,900003,900003,900003,794095,584211,639980,900003,523158,614250,105908,417016,900003,542160,813570,602730,900003,900003,732378,900003,86433,711037,900003,542160,784404,900003,900003,900003,79409.5,97368.5,639980,900003,174386,614250,10590.8,208508,900003,77451.43,81357,602730,900003,900003,183094.5,900003,9603.67,177759.25,900003,77451.43,0,0,0,0,109931.54,238503.14,0,0,128818.55,0,12668.94,230286.29,0,204917.22,86512.7,0,0,0,246983.22,0,6931.52,272433.56,0,204917.22,0.8716,1,1,1,0.8823,0.6491,0.7111,1,0.5813,0.6825,0.1177,0.4633,1,0.6024,0.904,0.6697,1,1,0.8138,1,0.096,0.79,1,0.6024,1,0,0,0,10,6,1,0,2,1,10,2,0,7,9,1,0,0,4,0,10,3,0,7,115599,0,0,0,105908,315792,260023,0,376845,285753,794095,482987,0,357843,86433,297273,0,0,167625,0,813570,188966,0,357843,115599,0,0,0,10590.8,52632,260023,0,188422.5,285753,79409.5,241493.5,0,51120.43,9603.67,297273,0,0,41906.25,0,81357,62988.67,0,51120.43,0,0,0,0,12668.94,77593.21,0,0,258691.48,0,109931.54,78536.23,0,43400.53,6931.52,0,0,0,28289.25,0,86512.7,70346.31,0,43400.53,0.1284,0,0,0,0.1177,0.3509,0.2889,0,0.4187,0.3175,0.8823,0.5367,0,0.3976,0.096,0.3303,0,0,0.1862,0,0.904,0.21,0,0.3976
C12_10_No focal subject.cd.res,1,1,1,1,25,4,1,1,10,1,24,11,1,14,48,5,1,1,13,8,48,12,1,15,234347,614486,900003,900003,759120,231600,900003,900003,309452,293913,159519,590551,900003,0,377550,18393,900003,900003,733676,1901,522453,186473,900003,0,234347,614486,900003,900003,30364.8,57900,900003,900003,30945.2,293913,6646.62,53686.45,900003,0,7865.62,3678.6,900003,900003,56436.62,237.62,10884.44,15539.42,900003,0,0,0,0,0,51755.84,115800,0,0,29328.95,0,6082.7,111286.58,0,0,6777.41,8225.6,0,0,69291.02,672.1,6653.98,7946.59,0,0,0.2604,0.6828,1,1,0.8435,0.2573,1,1,0.3438,0.3266,0.1772,0.6562,1,0,0.4195,0.0204,1,1,0.8152,0.0021,0.5805,0.2072,1,0,1,1,0,0,24,4,0,0,11,1,24,10,0,15,48,5,0,0,12,8,48,12,0,16,665656,285517,0,0,140883,668403,0,0,590551,606090,740484,309452,0,900003,522453,881610,0,0,166327,898102,377550,713530,0,900003,665656,285517,0,0,5870.12,167100.75,0,0,53686.45,606090,30853.5,30945.2,0,60000.2,10884.44,176322,0,0,13860.58,112262.75,7865.62,59460.83,0,56250.19,0,0,0,0,5133.52,154007.65,0,0,111286.58,0,52810.04,29328.95,0,33690.89,6653.98,165777.34,0,0,8742.43,83226.53,6777.41,71470.4,0,34271.49,0.7396,0.3172,0,0,0.1565,0.7427,0,0,0.6562,0.6734,0.8228,0.3438,0,1,0.5805,0.9796,0,0,0.1848,0.9979,0.4195,0.7928,0,1
C12_11_No focal subject.cd.res,1,1,2,1,15,1,1,1,7,1,14,8,1,6,19,1,1,1,5,2,19,4,1,6,191815,25650,25650,309936,804219,190063,900003,900003,254671,900003,95784,645332,900003,1656,756400,679301,900003,900003,858510,303432,143603,55141,900003,1656,191815,25650,12825,309936,53614.6,190063,900003,900003,36381.57,900003,6841.71,80666.5,900003,276,39810.53,679301,900003,900003,171702,151716,7558.05,13785.25,900003,276,0,0,18137.29,0,83182.37,0,0,0,34872.93,0,4588.93,71046.15,0,676.06,59449.99,0,0,0,178841.78,214558.82,5714.42,13930.67,0,676.06,0.2131,0.0285,0.0285,0.3444,0.8936,0.2112,1,1,0.283,1,0.1064,0.717,1,0.0018,0.8404,0.7548,1,1,0.9539,0.3371,0.1596,0.0613,1,0.0018,1,1,2,1,14,1,0,0,8,0,15,7,0,6,19,1,0,0,4,2,19,4,0,6,708188,874353,874353,590067,95784,709940,0,0,645332,0,804219,254671,0,898347,143603,220702,0,0,41493,596571,756400,844862,0,898347,708188,874353,437176.5,590067,6841.71,709940,0,0,80666.5,0,53614.6,36381.57,0,149724.5,7558.05,220702,0,0,10373.25,298285.5,39810.53,211215.5,0,149724.5,0,0,224741.87,0,4588.93,0,0,0,71046.15,0,83182.37,34872.93,0,121359.07,5714.42,0,0,0,12466.91,36476.1,59449.99,179546.83,0,121359.07,0.7869,0.9715,0.9715,0.6556,0.1064,0.7888,0,0,0.717,0,0.8936,0.283,0,0.9982,0.1596,0.2452,0,0,0.0461,0.6629,0.8404,0.9387,0,0.9982
C12_7_No focal subject.cd.res,1,1,1,1,28,1,1,1,5,1,27,4,1,2,36,1,1,1,10,1,35,9,1,2,900003,900003,900003,900003,624779,817447,900003,900003,880904,900003,275224,198107,900003,172797,606116,900003,900003,900003,732807,176819,293887,183366,900003,172293,900003,900003,900003,900003,22313.54,817447,900003,900003,176180.8,900003,10193.48,49526.75,900003,86398.5,16836.56,900003,900003,900003,73280.7,176819,8396.77,20374,900003,86146.5,0,0,0,0,16720.35,0,0,0,198098.33,0,6206.24,93524.99,0,122185.93,20722.05,0,0,0,73754.63,0,7090.18,24049.38,0,121829.55,1,1,1,1,0.6942,0.9083,1,1,0.9788,1,0.3058,0.2201,1,0.192,0.6735,1,1,1,0.8142,0.1965,0.3265,0.2037,1,0.1914,0,0,0,0,27,1,0,0,4,0,28,4,0,2,35,0,0,0,9,1,36,9,0,2,0,0,0,0,275224,82556,0,0,19099,0,624779,701896,0,727206,293887,0,0,0,167196,723184,606116,716637,0,727710,0,0,0,0,10193.48,82556,0,0,4774.75,0,22313.54,175474,0,363603,8396.77,0,0,0,18577.33,723184,16836.56,79626.33,0,363855,0,0,0,0,6206.24,0,0,0,4098.02,0,16720.35,228736.97,0,57350.6,7090.18,0,0,0,24685.57,0,20722.05,75277.55,0,57706.98,0,0,0,0,0.3058,0.0917,0,0,0.0212,0,0.6942,0.7799,0,0.808,0.3265,0,0,0,0.1858,0.8035,0.6735,0.7963,0,0.8086
C13_14_No focal subject.cd.res,1,1,1,1,20,5,1,1,9,1,19,9,1,6,26,1,1,1,7,3,25,6,1,6,900003,900003,900003,900003,653143,93964,900003,900003,714996,294923,246860,185007,900003,89710,644726,900003,900003,900003,715056,94974,255277,219360,900003,89710,900003,900003,900003,900003,32657.15,18792.8,900003,900003,79444,294923,12992.63,20556.33,900003,14951.67,24797.15,900003,900003,900003,102150.86,31658,10211.08,36560,900003,14951.67,0,0,0,0,49412.95,42021.98,0,0,102906.35,0,12987.53,12818.55,0,36623.95,33059.96,0,0,0,70997.63,54833.26,8202.02,32195.58,0,36623.95,1,1,1,1,0.7257,0.1044,1,1,0.7944,0.3277,0.2743,0.2056,1,0.0997,0.7164,1,1,1,0.7945,0.1055,0.2836,0.2437,1,0.0997,0,0,0,0,20,5,0,0,9,1,19,9,0,6,25,0,0,0,6,3,26,6,0,6,0,0,0,0,246860,806039,0,0,185007,605080,653143,714996,0,810293,255277,0,0,0,184947,805029,644726,680643,0,810293,0,0,0,0,12343,161207.8,0,0,20556.33,605080,34375.95,79444,0,135048.83,10211.08,0,0,0,30824.5,268343,24797.15,113440.5,0,135048.83,0,0,0,0,12245.87,111241.8,0,0,12818.55,0,50148.96,102906.35,0,101114.65,8202.02,0,0,0,23237.61,158711.74,33059.96,70556.11,0,101075.61,0,0,0,0,0.2743,0.8956,0,0,0.2056,0.6723,0.7257,0.7944,0,0.9003,0.2836,0,0,0,0.2055,0.8945,0.7164,0.7563,0,0.9003
C13_16_No focal subject.cd.res,2,1,1,1,21,14,1,1,7,1,20,6,1,12,19,4,1,1,6,2,18,6,1,12,421046,900003,900003,900003,589450,369755,900003,900003,638731,900003,310553,628761,900003,367504,644500,452329,900003,900003,466858,391258,255503,598462,900003,367504,210523,900003,900003,900003,28069.05,26411.07,900003,900003,91247.29,900003,15527.65,104793.5,900003,30625.33,33921.05,113082.25,900003,900003,77809.67,195629,14194.61,99743.67,900003,30625.33,297724.48,0,0,0,21048.57,98821.18,0,0,128224.43,0,14847.1,150377.5,0,106089.27,52856.14,226164.5,0,0,76137.97,276661.18,12446.77,142200.68,0,106089.27,0.4678,1,1,1,0.6549,0.4108,1,1,0.7097,1,0.3451,0.6986,1,0.4083,0.7161,0.5026,1,1,0.5187,0.4347,0.2839,0.665,1,0.4083,2,0,0,0,20,14,0,0,6,0,21,6,0,12,18,4,0,0,6,2,19,5,0,12,478957,0,0,0,310553,530248,0,0,261272,0,589450,271242,0,532499,255503,447674,0,0,433145,508745,644500,301541,0,532499,239478.5,0,0,0,15527.65,37874.86,0,0,43545.33,0,28069.05,45207,0,44374.92,14194.61,111918.5,0,0,72190.83,254372.5,33921.05,60308.2,0,44374.92,225077.04,0,0,0,14847.1,41308.82,0,0,23346.92,0,21048.57,43866.38,0,46538.49,12446.77,77735.88,0,0,83097.9,166849.62,52856.14,70348.97,0,46538.49,0.5322,0,0,0,0.3451,0.5892,0,0,0.2903,0,0.6549,0.3014,0,0.5917,0.2839,0.4974,0,0,0.4813,0.5653,0.7161,0.335,0,0.5917
C13_17_No focal subject.cd.res,1,1,1,1,12,5,1,1,3,2,11,3,1,11,27,2,1,1,14,2,26,14,1,11,900003,900003,900003,900003,628483,62684,900003,900003,777774,286155,271520,122229,900003,50901,637027,282652,900003,620742,373089,631260,262976,695191,900003,51319,900003,900003,900003,900003,52373.58,12536.8,900003,900003,259258,143077.5,24683.64,40743,900003,4627.36,23593.59,141326,900003,620742,26649.21,315630,10114.46,49656.5,900003,4665.36,0,0,0,0,65176.94,28033.14,0,0,430837.02,202342.14,43837.79,19127.14,0,15347.23,32414.14,199865.15,0,0,42157.81,446368.23,9044.5,79518.7,0,15473.26,1,1,1,1,0.6983,0.0696,1,1,0.8642,0.3179,0.3017,0.1358,1,0.0566,0.7078,0.3141,1,0.6897,0.4145,0.7014,0.2922,0.7724,1,0.057,0,0,0,0,11,5,0,0,3,2,12,3,0,11,26,2,0,1,14,2,27,13,0,11,0,0,0,0,271520,837319,0,0,122229,613848,628483,777774,0,849102,262976,617351,0,279261,526914,268743,637027,204812,0,848684,0,0,0,0,24683.64,167463.8,0,0,40743,306924,52373.58,259258,0,77191.09,10114.46,308675.5,0,279261,37636.71,134371.5,23593.59,15754.77,0,77153.09,0,0,0,0,38504.49,200550.57,0,0,19127.14,304174.71,65176.6,430837.02,0,83475.45,7250.26,169354.2,0,0,37422.26,110392.8,32414.08,11192.49,0,83060.01,0,0,0,0,0.3017,0.9304,0,0,0.1358,0.6821,0.6983,0.8642,0,0.9434,0.2922,0.6859,0,0.3103,0.5855,0.2986,0.7078,0.2276,0,0.943
